,GENDER,EDUCATION,MARITAL STATUS,UNION MEMBERSHIP OF RESPONDENT,UNION MEMBERSHIP OF OTHERS IN HOUSEHOLD,CURRENT EMPLOYMENT STATUS,RELIGIOUS SERVICES ATTENDANCE,age,voted
687,1,4,4,2,2,1,2,28,0
688,2,4,4,2,2,6,5,24,0
689,1,6,1,2,2,1,1,36,1
690,2,2,1,2,2,8,5,71,1
691,1,3,4,2,2,6,6,24,0
692,1,4,1,2,2,1,1,46,1
693,1,5,4,2,2,6,1,24,1
694,1,5,4,2,2,6,4,24,0
695,1,4,1,2,2,1,2,33,0
696,1,3,1,2,2,5,1,43,1
697,1,2,1,2,2,1,3,62,1
698,2,7,4,2,2,1,1,48,1
699,2,2,1,2,2,8,1,29,1
700,2,6,3,1,2,1,4,49,1
701,2,6,1,1,2,1,2,46,1
702,1,2,1,2,2,1,1,59,1
703,2,4,4,2,2,6,3,27,1
704,2,1,1,2,2,7,2,80,0
705,2,2,1,2,2,8,6,48,0
706,1,3,4,2,1,6,6,24,0
707,2,2,1,2,2,8,1,59,1
708,1,3,3,2,2,7,6,24,0
709,2,1,1,2,2,7,1,76,0
710,2,4,1,2,2,8,4,35,0
711,1,6,4,2,2,1,6,29,1
712,2,1,1,2,2,8,6,63,1
713,1,2,3,2,2,10,1,79,0
714,1,2,3,2,2,1,2,66,1
715,1,3,1,2,2,1,5,67,1
716,2,4,3,2,2,1,1,46,1
717,1,3,1,2,2,5,6,61,1
718,2,4,2,2,2,7,1,79,1
719,1,2,1,2,2,1,1,70,1
720,2,2,3,2,2,7,2,47,1
721,2,2,1,1,2,8,4,62,1
722,1,3,1,2,2,1,2,67,1
723,2,6,4,2,2,6,2,31,1
724,2,2,1,2,2,8,2,61,1
725,2,4,3,2,2,1,3,56,1
726,2,4,3,2,2,10,2,49,1
727,2,5,3,2,2,1,2,43,1
728,2,3,1,2,1,8,2,30,1
729,2,5,4,2,2,1,1,31,0
730,2,4,4,2,2,8,6,56,1
731,2,1,1,2,2,8,3,67,1
732,2,4,3,2,2,1,1,53,1
733,1,5,4,2,2,10,2,36,1
734,1,3,1,2,2,1,1,61,1
735,1,3,4,2,1,1,2,41,0
736,2,4,3,2,2,1,3,43,1
737,2,2,1,1,2,8,6,43,1
738,1,2,3,2,2,7,5,81,1
739,1,2,4,2,2,1,1,25,0
740,1,4,1,2,2,1,6,67,1
741,1,4,1,2,2,7,2,66,1
742,1,6,1,2,2,1,4,56,1
743,1,2,1,2,2,1,2,39,1
744,2,3,1,2,2,5,4,49,1
745,2,6,1,1,1,1,1,61,1
746,2,1,1,2,2,7,5,74,1
747,1,2,4,2,2,1,1,74,1
748,1,1,1,2,2,1,1,72,0
749,2,2,1,2,2,1,1,49,1
750,1,2,1,2,2,1,4,44,1
751,1,6,3,1,2,1,6,60,1
752,2,3,1,2,2,8,1,27,0
753,2,2,3,2,2,1,1,44,1
754,2,4,1,2,2,8,2,42,1
755,2,2,1,2,2,8,6,49,1
756,1,2,4,2,2,5,1,58,1
757,2,4,1,2,2,8,5,31,1
758,1,2,4,2,2,1,1,42,0
759,1,6,2,2,1,1,5,66,1
760,1,2,1,2,2,1,1,58,1
761,2,3,3,2,2,5,5,44,1
762,1,4,4,2,2,5,6,27,0
763,2,4,1,2,2,8,4,32,1
764,2,3,1,2,2,1,1,74,1
765,2,1,4,2,2,7,5,66,1
766,1,4,4,2,2,5,1,27,1
767,1,2,4,2,2,7,1,42,0
768,1,3,4,2,2,1,5,37,1
769,1,1,1,2,2,1,2,67,1
770,2,6,3,2,2,1,2,45,1
771,2,3,1,2,2,1,1,28,1
772,2,4,1,2,2,1,4,56,1
773,2,2,3,2,2,1,4,60,1
774,2,5,4,2,2,6,4,28,1
775,1,3,1,2,2,1,5,40,1
776,2,3,1,2,2,1,3,32,1
777,2,2,2,2,2,7,4,67,1
778,1,4,4,1,1,1,3,32,1
779,1,5,4,2,2,6,6,26,0
780,1,3,4,2,2,5,4,29,1
781,1,3,4,2,2,5,1,28,0
782,1,4,4,2,2,1,1,27,1
783,2,2,1,2,2,8,3,36,1
784,2,3,1,2,2,8,1,35,1
785,1,4,3,2,2,7,1,68,1
786,1,2,4,2,2,1,1,42,0
787,2,5,1,2,1,1,4,29,0
788,1,2,1,2,2,1,6,56,1
789,2,5,4,2,2,1,1,25,0
790,1,4,1,2,2,1,2,56,1
791,2,4,1,2,2,1,4,31,1
792,1,4,1,2,2,1,6,38,1
793,2,3,4,2,2,5,3,36,1
794,2,6,4,2,2,1,1,33,1
795,2,3,4,2,1,6,1,24,0
796,2,3,4,2,2,1,3,83,1
797,2,2,2,2,2,7,4,83,1
798,2,6,1,2,2,1,2,42,1
799,1,5,4,2,1,1,4,50,1
800,2,3,4,2,2,1,4,28,0
801,2,4,3,2,2,5,4,67,1
802,2,2,3,2,2,8,6,62,0
803,2,4,1,2,2,8,3,45,1
804,2,3,1,2,2,1,6,36,1
805,2,3,4,2,2,1,2,25,0
806,2,4,4,2,1,1,1,36,1
807,2,4,4,2,2,1,5,41,1
808,2,2,1,2,2,8,4,56,1
809,1,4,1,2,2,1,6,49,1
810,2,4,1,2,2,8,2,31,0
811,1,4,1,2,2,1,1,32,1
812,2,5,1,2,2,6,1,33,1
813,1,3,4,2,2,1,1,34,1
814,1,3,1,2,2,1,1,49,1
815,2,5,4,2,2,6,2,24,0
816,2,4,4,2,2,1,2,24,0
817,1,4,1,2,2,5,1,49,1
818,2,4,3,2,2,6,2,68,1
819,2,4,1,2,2,1,3,53,1
820,1,5,4,2,2,10,3,24,0
821,1,7,1,1,2,1,1,45,1
822,1,4,4,2,2,10,3,26,0
823,2,5,4,2,2,6,1,30,0
824,1,2,4,2,2,1,2,42,1
825,1,2,1,2,2,7,1,66,1
826,1,3,1,2,2,1,1,45,1
827,2,3,1,2,2,8,3,32,0
828,2,6,3,1,2,1,1,42,1
829,2,4,3,2,2,5,6,46,1
830,2,3,1,2,2,1,4,38,1
831,1,7,1,2,2,7,1,69,1
832,2,3,1,2,2,1,1,59,0
833,2,3,1,2,1,8,1,31,1
834,2,2,4,2,2,10,3,62,1
835,1,1,1,1,2,7,6,71,0
836,2,2,1,2,2,8,2,25,1
837,2,5,4,2,2,1,2,33,1
838,1,3,4,2,2,7,1,72,1
839,1,3,1,2,2,1,2,88,0
840,1,5,4,2,2,6,2,27,0
841,1,2,2,2,2,7,1,78,0
842,1,3,1,2,2,1,3,36,1
843,2,4,1,2,2,1,5,36,1
844,1,1,2,2,2,7,1,73,1
845,1,1,2,2,2,1,5,66,1
846,1,4,4,2,2,1,2,26,0
847,2,5,4,2,2,6,3,24,0
848,1,3,1,2,1,5,6,67,1
849,2,3,1,2,1,5,5,42,1
850,1,2,1,2,2,7,1,66,1
851,2,1,2,2,2,8,2,80,1
852,1,3,1,2,2,1,1,30,1
853,2,2,1,2,2,1,2,56,1
854,1,2,1,2,2,5,1,66,1
855,1,2,3,2,2,1,1,73,1
856,1,4,4,2,2,1,1,29,1
857,2,3,4,2,2,8,2,34,1
858,1,2,4,2,2,1,1,32,1
859,1,4,4,1,2,1,1,32,1
860,2,3,4,2,2,6,6,25,0
861,1,5,4,2,2,6,1,32,1
862,2,6,2,2,2,7,1,76,1
863,1,4,1,1,2,1,3,38,1
864,1,4,1,1,2,1,1,75,1
865,2,5,1,2,2,1,2,35,1
866,2,3,4,2,2,8,2,31,1
867,1,4,4,2,2,1,3,24,0
868,1,3,4,2,2,1,1,45,0
869,1,7,1,2,2,1,4,72,1
870,2,4,1,2,2,1,3,44,1
871,1,5,4,2,1,6,1,32,1
872,1,3,4,2,2,10,2,24,0
873,2,3,1,2,2,8,6,36,1
874,2,3,1,2,2,8,3,44,1
875,1,3,1,2,2,1,1,46,1
876,2,4,4,2,2,8,3,32,0
877,1,4,4,2,2,1,1,35,1
878,2,4,4,2,2,1,2,31,1
879,1,4,1,2,2,1,3,64,1
880,2,4,4,2,2,1,3,35,1
881,2,4,4,2,2,1,2,27,1
882,2,4,4,2,2,1,2,30,1
883,2,4,3,2,2,1,3,68,1
884,1,3,1,2,2,1,5,32,1
885,1,1,1,2,2,7,3,67,1
886,2,5,4,2,2,6,1,28,1
887,1,2,1,2,2,1,1,56,0
888,2,6,1,2,2,1,2,48,1
889,2,3,1,2,2,8,6,66,1
890,2,3,1,2,2,8,4,33,1
891,1,4,3,2,2,7,6,87,1
892,2,4,3,2,2,1,3,42,1
893,2,2,4,2,2,1,1,32,1
894,2,4,1,2,2,1,2,34,1
895,1,1,1,2,2,7,3,80,1
896,2,4,3,2,2,1,3,50,1
897,2,4,4,2,2,1,5,30,1
898,1,3,4,2,2,1,2,24,1
899,2,2,2,2,2,7,1,79,0
900,2,2,3,2,2,1,1,54,1
901,2,2,1,2,2,8,4,56,1
902,1,5,4,2,2,1,1,29,1
903,1,4,4,2,2,1,1,43,1
904,1,5,1,2,2,1,1,34,1
905,1,3,1,2,2,1,2,47,1
906,1,7,4,2,2,1,2,43,0
907,1,5,4,2,2,1,6,34,1
908,1,4,1,2,2,1,5,48,1
909,1,4,1,2,2,1,1,48,1
910,2,6,1,2,2,5,2,28,1
911,1,8,1,1,1,1,2,54,1
912,1,2,1,2,2,7,1,80,1
913,2,2,4,2,2,1,1,62,1
914,2,3,1,2,2,8,2,47,1
915,1,2,1,2,2,1,1,46,1
916,1,2,1,2,2,7,2,76,1
917,2,2,1,2,2,8,1,75,1
918,2,4,4,2,2,7,2,65,1
919,1,5,4,2,2,1,1,44,1
920,2,6,1,2,2,1,1,72,1
921,1,2,1,2,2,1,1,47,0
922,2,7,4,2,2,1,1,39,1
923,1,2,1,1,1,1,1,70,1
924,1,4,4,2,2,1,2,34,1
925,2,2,2,2,2,7,4,86,1
926,1,3,4,2,2,6,1,24,0
927,2,5,4,2,1,6,4,25,1
928,1,3,4,2,2,1,6,29,0
929,2,6,1,2,2,1,3,44,1
930,2,4,1,2,2,7,3,72,1
931,2,2,1,2,2,8,1,53,1
932,2,7,1,2,2,8,1,69,1
933,2,5,1,2,2,6,5,51,1
934,2,2,1,2,2,8,2,46,1
935,2,4,1,2,1,1,3,46,1
936,2,3,4,2,2,8,6,51,1
937,1,3,4,2,1,6,4,24,0
938,1,7,1,2,2,7,2,79,1
939,1,3,1,2,2,1,3,35,0
940,1,2,4,2,2,1,2,63,1
941,2,1,4,2,2,7,6,55,1
942,2,4,1,1,2,1,3,47,1
943,2,4,1,2,2,8,6,57,1
944,2,7,3,2,2,1,1,42,1
945,2,5,4,2,2,6,6,26,0
946,1,4,1,2,2,7,3,76,1
947,1,4,4,2,2,10,6,32,0
948,2,2,4,2,2,1,4,51,0
949,1,3,1,1,2,1,2,62,1
950,1,1,1,2,2,10,6,55,0
951,2,3,4,2,2,1,2,31,1
952,1,3,4,2,2,1,2,27,1
953,1,3,4,2,2,1,1,26,0
954,2,4,4,2,2,1,6,35,0
955,1,2,1,2,2,1,6,67,1
956,2,4,1,2,2,1,4,33,1
957,2,4,1,2,2,1,6,29,1
958,1,3,4,2,2,1,6,35,1
959,1,96,1,2,2,7,4,61,1
960,1,1,1,2,2,1,3,49,1
961,2,4,4,2,2,1,2,31,1
962,1,4,4,2,2,1,4,38,1
963,2,1,1,2,2,8,6,76,1
964,2,4,1,2,2,8,1,33,1
965,2,1,2,2,2,1,6,75,1
966,1,4,4,2,2,1,2,32,1
967,1,4,4,2,2,1,3,31,1
968,2,3,3,2,2,1,2,44,1
969,1,4,1,2,2,5,6,35,1
970,1,4,1,2,2,1,4,58,1
971,1,3,1,2,2,1,4,46,1
972,1,4,1,2,2,1,6,62,1
973,1,4,1,2,2,1,6,62,1
974,2,4,4,2,2,1,6,52,1
975,1,4,3,2,2,1,2,41,1
976,2,2,4,2,2,1,6,61,1
977,2,4,3,2,2,1,6,51,1
978,2,2,1,2,2,8,6,35,1
979,2,3,4,2,2,8,6,71,1
980,1,2,4,2,2,1,2,55,1
981,2,3,4,2,2,1,1,23,0
982,1,4,4,2,2,1,2,30,1
983,1,2,4,2,2,5,1,36,1
984,2,4,1,2,2,10,6,51,1
985,2,4,1,2,2,8,6,41,1
986,1,4,1,2,2,1,6,43,1
987,2,2,1,2,2,1,6,31,1
988,2,96,1,2,2,7,6,72,1
989,2,3,1,2,2,8,6,54,1
990,1,96,1,2,2,9,6,81,1
991,1,2,4,1,2,1,6,51,1
992,1,3,1,2,1,1,4,30,1
993,2,4,4,1,2,8,6,29,1
994,1,2,1,1,1,1,6,41,1
995,1,3,4,2,2,6,6,26,1
996,1,2,1,2,1,1,6,59,1
997,1,3,1,2,1,1,6,35,1
998,2,4,1,2,2,8,6,41,1
999,2,2,1,1,2,1,6,62,1
1000,2,2,1,2,2,1,6,31,1
1001,1,7,4,2,2,1,6,26,1
1002,1,4,1,2,2,1,3,37,1
1003,2,4,1,1,2,1,3,44,1
1004,1,4,1,2,2,1,1,60,1
1005,1,4,1,2,2,1,3,34,1
1006,2,4,4,2,2,8,4,28,1
1007,2,3,1,2,2,1,4,52,1
1008,2,3,1,2,2,8,3,46,1
1009,2,1,1,2,2,8,2,41,1
1010,2,7,4,2,2,1,3,31,1
1011,1,1,1,2,2,6,4,43,1
1012,2,4,1,2,2,8,4,62,0
1013,2,4,4,2,2,1,4,42,1
1014,1,2,1,2,2,1,4,44,1
1015,1,4,1,2,2,1,6,66,1
1016,1,4,4,2,2,1,6,29,1
1017,1,2,1,2,2,9,6,50,1
1018,2,3,4,2,2,10,6,65,1
1019,2,2,2,2,2,1,6,83,0
1020,2,3,2,2,2,7,4,71,1
1021,2,4,1,2,2,1,6,40,1
1022,1,4,1,2,2,1,4,50,1
1023,1,4,3,2,2,1,6,57,1
1024,2,4,4,2,2,1,6,28,1
1025,2,4,1,2,2,8,6,30,1
1026,2,4,1,2,2,8,1,46,1
1027,2,7,1,1,1,1,1,50,1
1028,2,4,4,2,2,1,6,39,1
1029,1,4,4,2,2,1,6,41,1
1030,1,3,4,2,2,1,6,25,0
1031,1,2,2,2,2,7,6,83,0
1032,2,4,3,2,2,1,6,40,1
1033,2,4,1,2,2,1,1,41,0
1034,1,4,1,2,2,10,6,54,1
1035,1,4,4,2,2,1,6,35,1
1036,1,4,1,2,2,1,4,39,1
1037,2,4,3,2,2,1,6,59,1
1038,2,4,4,2,2,1,1,43,1
1039,1,3,1,2,2,1,2,48,1
1040,2,4,1,2,2,8,6,28,1
1041,1,4,4,2,2,1,6,40,1
1042,1,1,1,2,2,7,2,82,1
1043,2,2,1,2,2,8,6,27,0
1044,2,2,1,2,2,8,6,59,0
1045,1,4,1,2,2,1,3,50,0
1046,2,96,3,2,2,1,4,67,1
1047,2,4,1,2,2,1,6,56,1
1048,2,3,4,2,2,5,6,37,1
1049,2,3,4,2,2,5,6,49,1
1050,1,2,1,1,1,1,4,47,1
1051,1,2,1,2,2,1,6,54,1
1052,1,2,4,1,1,1,3,35,0
1053,1,3,4,2,1,1,2,28,0
1054,1,4,4,2,2,1,4,32,1
1055,1,2,4,2,2,1,2,34,0
1056,1,4,4,2,2,1,4,28,1
1057,2,4,1,2,2,8,6,39,1
1058,2,1,1,2,2,8,6,43,1
1059,2,2,1,2,2,8,6,59,1
1060,2,3,1,2,2,1,6,41,0
1061,1,3,1,2,1,1,3,38,1
1062,1,3,4,2,2,6,2,23,0
1063,2,3,1,2,1,1,6,27,0
1064,1,2,1,1,1,1,1,61,1
1065,1,1,1,2,2,7,6,70,0
1066,2,2,1,2,2,1,1,50,1
1067,1,7,1,1,2,1,6,46,1
1068,1,1,1,2,2,1,1,49,1
1069,1,3,1,2,1,1,6,53,1
1070,2,4,1,1,1,8,6,53,1
1071,1,7,1,2,2,1,6,44,1
1072,1,2,4,2,2,1,2,47,1
1073,2,1,1,1,1,1,6,57,1
1074,2,1,1,2,2,1,1,49,1
1075,1,3,1,2,2,1,2,40,1
1076,1,2,1,1,2,1,4,62,1
1077,1,96,1,1,1,1,6,75,1
1078,2,3,4,1,2,1,6,28,0
1079,2,2,1,2,1,1,6,30,1
1080,2,7,1,1,1,1,6,40,1
1081,1,4,1,2,2,1,6,38,1
1082,1,2,1,1,1,1,6,53,1
1083,1,3,4,1,1,1,6,35,1
1084,2,2,1,2,2,1,6,63,1
1085,2,96,2,2,2,7,6,78,1
1086,2,2,1,2,2,1,2,36,1
1087,2,4,4,2,2,1,6,47,1
1088,2,3,1,2,2,8,2,27,1
1089,2,2,1,2,1,1,6,47,1
1090,2,3,4,2,2,6,6,23,0
1091,1,1,2,2,2,7,1,93,0
1092,2,3,1,2,2,8,6,32,1
1093,1,4,1,1,1,1,4,45,1
1094,1,3,2,2,2,7,6,75,1
1095,2,3,4,2,2,1,2,25,1
1096,2,2,1,2,2,1,6,50,1
1097,2,2,1,2,2,8,6,55,1
1098,1,2,1,1,2,1,6,45,1
1099,1,3,4,1,2,1,6,26,0
1100,1,3,1,2,2,1,6,58,1
1101,1,1,1,2,2,1,6,40,1
1102,1,4,4,1,2,1,4,29,1
1103,2,4,1,2,2,1,6,46,1
1104,2,4,1,2,1,1,6,67,1
1105,2,4,1,1,2,1,6,32,1
1106,2,1,1,2,2,8,6,44,1
1107,2,7,1,2,2,1,6,36,1
1108,2,8,1,2,2,1,6,37,1
1109,2,96,2,2,2,7,6,73,1
1110,2,4,1,2,2,8,6,43,1
1111,1,4,1,2,2,1,6,40,1
1112,1,4,1,2,2,1,6,39,1
1113,2,4,1,2,2,1,6,51,1
1114,1,1,1,2,2,1,2,47,1
1115,1,4,1,2,2,1,6,68,1
1116,2,7,1,2,2,1,6,36,1
1117,2,4,4,2,2,5,4,29,1
1118,1,2,1,2,2,1,6,42,0
1119,1,4,1,2,2,1,6,38,1
1120,2,2,1,2,2,1,6,45,1
1121,2,1,1,2,2,1,6,61,1
1122,1,3,1,2,2,1,4,37,1
1123,2,96,1,2,2,7,6,66,1
1124,2,4,1,2,2,8,4,29,1
1125,1,4,4,2,2,1,4,31,1
1126,1,96,1,2,2,7,4,74,1
1127,1,4,4,2,2,1,2,29,1
1128,2,3,1,2,2,1,6,50,1
1129,1,2,1,2,2,1,4,59,1
1130,1,2,1,2,2,1,4,46,1
1131,2,3,4,2,2,1,6,40,1
1132,1,2,1,2,2,7,4,68,1
1133,1,2,1,2,2,1,1,53,1
1134,2,4,1,2,2,8,2,44,1
1135,2,4,1,2,1,8,2,41,1
1136,1,3,1,1,2,1,1,40,1
1137,1,96,2,2,2,7,6,78,1
1138,1,4,1,2,2,1,2,33,1
1139,2,3,1,2,2,8,2,31,1
1140,1,2,1,2,2,5,6,51,1
1141,1,2,1,2,2,1,6,29,1
1142,2,2,1,2,1,1,6,41,1
1143,2,3,1,2,2,8,6,57,1
1144,2,96,1,2,2,8,3,62,1
1145,2,4,1,1,1,1,6,63,1
1146,1,2,1,2,2,1,2,44,1
1147,2,2,1,2,2,1,3,33,1
1148,2,1,1,2,2,1,2,38,1
1149,1,2,1,2,2,1,2,48,1
1150,2,2,2,2,2,1,3,28,1
1151,1,4,4,2,2,1,6,28,1
1152,1,96,1,2,2,1,2,66,1
1153,2,96,2,2,2,8,6,80,1
1154,2,3,1,2,2,8,6,44,1
1155,1,4,1,2,2,1,6,27,1
1156,2,1,1,2,2,8,6,58,1
1157,2,4,1,2,2,1,3,37,1
1158,2,7,4,2,2,1,4,42,1
1159,2,4,1,2,2,8,3,69,1
1160,1,4,1,2,2,1,2,41,1
1161,1,2,1,2,2,9,3,72,1
1162,1,4,4,2,2,1,2,42,1
1163,1,4,1,2,2,1,1,53,1
1164,2,4,4,2,2,1,3,43,1
1165,2,4,4,2,2,1,2,37,1
1166,2,1,1,2,2,7,4,72,1
1167,2,4,2,2,2,1,6,59,1
1168,1,7,1,2,2,1,2,54,1
1169,1,1,4,2,2,1,1,34,1
1170,2,4,4,2,2,1,1,61,1
1171,2,3,4,2,2,1,1,23,0
1172,2,4,1,2,2,1,3,30,0
1173,2,7,1,2,2,1,6,37,1
1174,1,4,4,2,2,1,1,37,1
1175,1,96,2,2,2,7,1,96,1
1176,1,1,1,2,2,7,1,71,1
1177,1,1,1,2,2,7,1,71,1
1178,1,1,1,2,2,1,1,53,1
1179,1,4,4,2,2,1,1,27,0
1180,2,4,1,2,2,8,1,62,1
1181,2,4,1,2,2,10,1,50,1
1182,2,4,1,2,2,8,1,31,1
1183,2,4,1,2,2,1,2,37,1
1184,2,2,3,2,2,7,6,67,1
1185,1,4,1,2,2,1,2,57,1
1186,1,3,1,2,2,1,2,41,1
1187,2,4,4,2,2,1,6,55,1
1188,1,3,4,2,2,1,4,31,1
1189,2,2,1,2,2,1,4,41,1
1190,2,7,4,1,2,1,6,62,1
1191,2,7,4,2,2,5,6,41,1
1192,1,3,4,2,2,6,6,24,0
1193,1,3,1,1,1,1,6,62,1
1194,1,7,1,1,1,1,6,40,1
1195,1,3,3,2,2,1,1,63,1
1196,1,2,1,2,2,1,1,40,1
1197,2,2,1,2,2,8,1,35,1
1198,2,4,3,2,2,1,4,39,1
1199,2,2,1,2,2,8,6,44,1
1200,1,2,1,2,2,1,1,44,1
1201,1,2,1,2,2,1,1,36,1
1202,2,3,1,2,2,9,1,63,1
1203,2,4,4,2,2,5,1,31,1
1204,1,96,1,2,2,7,1,76,1
1205,2,3,1,2,2,1,1,52,1
1206,2,4,4,2,2,1,1,42,1
1207,1,3,1,2,2,1,2,54,1
1208,2,2,1,2,2,8,2,65,1
1209,2,2,4,2,2,6,3,25,0
1210,2,4,1,2,2,1,2,42,1
1211,2,8,1,2,2,1,2,53,1
1212,2,96,1,2,2,7,2,72,1
1213,1,2,4,2,2,6,1,26,0
1214,1,3,1,2,2,1,2,54,1
1215,1,7,1,2,2,1,2,35,1
1216,1,3,1,2,2,1,2,40,1
1217,1,1,1,2,2,1,2,51,1
1218,1,1,1,2,2,1,2,55,1
1219,2,3,1,2,2,1,3,41,1
1220,2,3,1,2,2,1,3,44,1
1221,2,2,1,2,2,1,4,62,1
1222,1,2,1,2,2,1,2,33,1
1223,1,3,1,2,1,1,2,52,1
1224,1,2,1,2,2,1,2,33,1
1225,2,3,4,2,2,6,2,26,0
1226,2,3,1,2,2,8,2,44,1
1227,2,3,4,2,2,6,2,25,0
1228,2,3,1,2,2,1,2,41,1
1229,2,96,2,2,2,7,2,82,1
1230,2,96,1,2,2,8,1,61,1
1231,1,3,1,2,2,1,2,51,1
1232,2,2,4,2,2,1,2,65,1
1233,2,2,4,2,2,1,1,33,1
1234,2,4,1,2,2,1,2,63,1
1235,1,7,1,2,2,1,1,37,1
1236,2,2,1,2,2,7,4,67,1
1237,2,4,3,2,2,1,4,31,1
1238,1,3,1,2,2,7,4,82,1
1239,1,4,1,2,2,1,6,58,1
1240,1,4,4,2,2,1,4,36,1
1241,1,2,4,2,2,6,6,27,0
1242,1,3,1,2,2,1,6,49,1
1243,2,3,4,2,2,1,6,78,1
1244,2,4,1,2,2,8,3,42,1
1245,2,3,1,2,2,8,1,30,1
1246,1,2,1,2,2,1,6,50,1
1247,2,2,4,2,2,8,6,39,1
1248,1,3,4,2,2,1,6,38,1
1249,1,4,4,2,1,1,4,42,1
1250,2,4,4,2,2,1,1,36,1
1251,1,2,4,2,2,1,3,30,1
1252,2,3,4,2,2,1,6,34,1
1253,2,4,1,2,2,1,4,55,1
1254,2,2,1,2,2,1,4,52,1
1255,1,2,3,2,2,1,4,64,1
1256,2,3,4,2,2,8,4,26,0
1257,1,4,4,2,2,1,6,38,1
1258,2,2,1,2,2,8,4,48,1
1259,2,4,1,2,2,8,4,44,1
1260,2,4,2,2,2,7,2,88,0
1261,1,2,4,2,2,9,4,61,1
1262,2,8,1,2,2,1,6,68,1
1263,2,8,4,2,2,1,6,34,1
1264,1,7,1,2,1,7,4,78,1
1265,2,4,1,2,2,8,6,59,1
1266,1,2,1,2,2,1,4,57,1
1267,1,4,4,2,1,1,3,31,0
1268,1,2,4,2,2,1,4,34,1
1269,1,2,1,2,2,1,6,42,1
1270,1,2,1,2,2,1,6,71,1
1271,2,2,4,2,2,8,4,26,0
1272,1,3,1,2,2,1,4,37,1
1273,1,2,1,2,2,10,4,49,1
1274,2,2,1,2,2,8,6,51,1
1275,2,4,1,2,2,8,6,35,1
1276,1,96,1,2,2,1,6,50,1
1277,2,4,4,2,2,1,6,41,1
1278,2,4,1,2,2,1,6,33,1
1279,2,2,4,2,2,1,6,41,1
1280,2,4,4,2,2,1,3,34,1
1281,2,3,3,2,2,1,6,42,1
1282,1,4,4,2,2,1,6,37,1
1283,1,3,1,2,2,1,6,58,1
1284,2,4,4,2,2,1,6,36,1
1285,1,4,1,2,2,5,6,43,1
1286,1,4,4,2,2,5,6,29,1
1287,1,4,4,2,2,5,6,26,0
1288,2,2,1,2,2,1,6,46,1
1289,1,1,1,2,2,1,1,63,1
1290,1,4,1,2,2,1,1,40,1
1291,2,4,1,2,2,1,1,45,1
1292,1,3,1,2,2,1,6,43,1
1293,2,7,4,2,2,5,6,36,1
1294,1,7,1,2,2,1,1,54,1
1295,1,96,1,2,2,9,1,76,1
1296,2,3,1,2,2,1,1,55,1
1297,2,4,1,2,2,1,6,59,1
1298,2,3,1,2,2,8,1,36,1
1299,2,4,4,2,2,1,6,39,1
1300,2,4,1,2,2,1,4,35,1
1301,2,2,1,2,2,1,6,46,1
1302,1,3,1,2,2,1,6,40,1
1303,2,4,1,2,2,1,6,35,1
1304,1,3,1,2,2,1,6,41,1
1305,1,4,4,2,2,1,6,38,1
1306,2,3,4,2,2,1,6,29,1
1307,2,96,1,2,2,7,6,74,1
1308,1,2,4,2,2,5,4,29,1
1309,1,96,1,2,2,1,6,50,1
1310,1,1,1,2,2,7,6,76,1
1311,1,4,1,2,2,1,6,53,1
1312,2,2,1,2,2,1,6,53,1
1313,2,4,3,2,2,1,2,62,1
1314,2,7,1,2,2,1,6,44,0
1315,1,4,4,2,2,6,3,31,1
1316,2,4,2,2,2,7,6,78,1
1317,1,4,1,2,2,1,3,34,1
1318,2,8,1,2,2,1,3,39,1
1319,1,2,1,2,2,1,2,56,1
1320,2,4,3,1,1,1,1,39,1
1321,2,4,1,2,2,1,4,46,1
1322,1,4,4,2,2,6,1,29,1
1323,1,4,3,2,2,1,6,44,1
1324,1,2,4,2,2,1,1,42,1
1325,2,3,1,2,2,1,2,30,1
1326,1,3,4,2,2,1,2,32,1
1327,2,2,1,2,2,1,6,62,1
1328,2,4,1,2,2,1,6,41,1
1329,1,3,4,2,2,1,2,25,0
1330,2,4,4,2,2,5,2,31,1
1331,2,1,1,2,2,1,6,58,1
1332,2,2,4,2,2,8,6,44,1
1333,1,2,1,2,2,1,6,78,1
1334,1,4,1,2,2,1,2,48,0
1335,2,2,1,2,2,1,6,48,1
1336,1,2,1,2,2,7,6,71,1
1337,1,7,4,2,2,1,2,35,1
1338,1,4,1,1,2,1,4,53,1
1339,2,4,4,1,2,1,2,39,1
1340,2,4,4,2,2,6,2,28,0
1341,2,2,2,2,2,1,6,60,1
1342,1,2,1,2,2,1,6,37,1
1343,1,3,1,2,2,1,6,57,1
1344,2,2,4,2,2,5,6,27,1
1345,1,2,1,2,2,1,6,46,1
1346,2,3,1,2,2,5,6,29,1
1347,1,3,1,2,2,10,6,69,1
1348,2,4,1,2,2,1,4,46,1
1349,1,3,1,2,2,1,6,30,1
1350,1,4,1,1,2,1,2,38,1
1351,2,4,3,2,2,1,4,42,1
1352,2,2,1,2,2,10,4,66,1
1353,1,1,4,2,2,1,4,42,0
1354,2,4,3,1,2,1,6,48,1
1355,2,4,4,2,2,1,3,30,1
1356,1,4,1,1,2,1,3,37,1
1357,2,3,4,2,2,6,6,23,0
1358,2,1,1,2,2,8,6,71,1
1359,1,4,1,1,2,1,6,43,1
1360,2,1,1,1,1,7,6,79,1
1361,1,8,1,1,1,1,6,58,1
